"date","week","light","area","plant","height","number_leaves"
"2021-07-08",12,"SH","21SH","321SH",23,29
"2021-07-08",12,"SH","22SH","122SH",26,21
"2021-07-08",12,"SH","22SH","222SH",25,30
"2021-07-08",12,"SH","22SH","322SH",24,31
"2021-07-08",12,"SH","23SH","123SH",30,24
"2021-07-08",12,"SH","23SH","223SH",31,33
"2021-07-08",12,"SH","23SH","323SH",33,29
"2021-07-08",12,"SH","24SH","124SH",30,27
"2021-07-08",12,"SH","24SH","224SH",34,27
"2021-07-08",12,"SH","24SH","324SH",31,26
"2021-07-15",13,"FL","1FL","11FL",33,25
"2021-07-15",13,"FL","1FL","21FL",29,21
"2021-07-15",13,"FL","1FL","31FL",29,26
"2021-07-15",13,"FL","2FL","12FL",35,29
"2021-07-15",13,"FL","2FL","22FL",34,29
"2021-07-15",13,"FL","2FL","32FL",26,30
"2021-07-15",13,"FL","3FL","13FL",27,31
"2021-07-15",13,"FL","3FL","23FL",30,33
"2021-07-15",13,"FL","3FL","33FL",27,28
"2021-07-15",13,"FL","4FL","14FL",33,24
"2021-07-15",13,"FL","4FL","24FL",29,25
"2021-07-15",13,"FL","4FL","34FL",36,23
"2021-07-15",13,"FL","5FL","15FL",28,27
"2021-07-15",13,"FL","5FL","25FL",34,26
"2021-07-15",13,"FL","5FL","35FL",40,30
"2021-07-15",13,"FL","6FL","16FL",31,29
"2021-07-15",13,"FL","6FL","26FL",50,31
"2021-07-15",13,"FL","6FL","36FL",27,30
"2021-07-15",13,"SH","1SH","11SH",29,21
"2021-07-15",13,"SH","1SH","21SH",31,20
"2021-07-15",13,"SH","1SH","31SH",30,26
"2021-07-15",13,"SH","2SH","12SH",35,29
"2021-07-15",13,"SH","2SH","22SH",36,30
"2021-07-15",13,"SH","2SH","32SH",36,24
"2021-07-15",13,"SH","3SH","13SH",29,22
"2021-07-15",13,"SH","3SH","23SH",30,25
"2021-07-15",13,"SH","3SH","33SH",28,30
"2021-07-15",13,"SH","4SH","14SH",28,24
"2021-07-15",13,"SH","4SH","24SH",30,26
"2021-07-15",13,"SH","4SH","34SH",31,33
"2021-07-15",13,"SH","5SH","15SH",30,30
"2021-07-15",13,"SH","5SH","25SH",29,25
"2021-07-15",13,"SH","5SH","35SH",33,24
"2021-07-15",13,"SH","6SH","16SH",25,26
"2021-07-15",13,"SH","6SH","26SH",26,29
"2021-07-15",13,"SH","6SH","36SH",29,28
"2021-07-15",13,"SH","7SH","17SH",45,31
"2021-07-15",13,"SH","7SH","27SH",44,33
"2021-07-15",13,"SH","7SH","37SH",40,30
"2021-07-15",13,"SH","8SH","18SH",29,26
"2021-07-15",13,"SH","8SH","28SH",25,28
"2021-07-15",13,"SH","8SH","38SH",31,31
"2021-07-15",13,"SH","9SH","19SH",24,26
"2021-07-15",13,"SH","9SH","29SH",29,28
"2021-07-15",13,"SH","9SH","39SH",30,24
"2021-07-15",13,"SH","10SH","110SH",31,24
"2021-07-15",13,"SH","10SH","210SH",30,25
"2021-07-15",13,"SH","10SH","310SH",29,26
"2021-07-15",13,"SH","11SH","111SH",29,29
"2021-07-15",13,"SH","11SH","211SH",30,29
"2021-07-15",13,"SH","11SH","311SH",31,31
"2021-07-15",13,"SH","12SH","112SH",31,29
"2021-07-15",13,"SH","12SH","212SH",33,33
"2021-07-15",13,"SH","12SH","312SH",29,24
"2021-07-15",13,"SH","13SH","113SH",27,27
"2021-07-15",13,"SH","13SH","213SH",29,26
"2021-07-15",13,"SH","13SH","313SH",30,29
"2021-07-15",13,"SH","14SH","114SH",29,29
"2021-07-15",13,"SH","14SH","214SH",26,31
"2021-07-15",13,"SH","14SH","314SH",34,30
"2021-07-15",13,"SH","15SH","115SH",31,28
"2021-07-15",13,"SH","15SH","215SH",30,29
"2021-07-15",13,"SH","15SH","315SH",26,30
"2021-07-15",13,"SH","16SH","116SH",25,31
"2021-07-15",13,"SH","16SH","216SH",24,29
"2021-07-15",13,"SH","16SH","316SH",23,29
"2021-07-15",13,"SH","17SH","117SH",21,30
"2021-07-15",13,"SH","17SH","217SH",35,25
"2021-07-15",13,"SH","17SH","317SH",31,27
"2021-07-15",13,"SH","18SH","118SH",25,30
"2021-07-15",13,"SH","18SH","218SH",24,26
"2021-07-15",13,"SH","18SH","318SH",29,31
"2021-07-15",13,"SH","19SH","119SH",31,29
"2021-07-15",13,"SH","19SH","219SH",30,26
"2021-07-15",13,"SH","19SH","319SH",26,28
"2021-07-15",13,"SH","20SH","120SH",25,30
"2021-07-15",13,"SH","20SH","220SH",29,30
"2021-07-15",13,"SH","20SH","320SH",30,31
"2021-07-15",13,"SH","21SH","121SH",33,26
"2021-07-15",13,"SH","21SH","221SH",31,31
"2021-07-15",13,"SH","21SH","321SH",29,29
"2021-07-15",13,"SH","22SH","122SH",30,29
"2021-07-15",13,"SH","22SH","222SH",33,27
"2021-07-15",13,"SH","22SH","322SH",35,28
"2021-07-15",13,"SH","23SH","123SH",39,30
"2021-07-15",13,"SH","23SH","223SH",40,31
"2021-07-15",13,"SH","23SH","323SH",41,25
"2021-07-15",13,"SH","24SH","124SH",35,26
"2021-07-15",13,"SH","24SH","224SH",34,28
"2021-07-15",13,"SH","24SH","324SH",29,29
"2021-07-22",14,"FL","1FL","11FL",36,30
"2021-07-22",14,"FL","1FL","21FL",40,34
"2021-07-22",14,"FL","1FL","31FL",35,33
"2021-07-22",14,"FL","2FL","12FL",34,29
"2021-07-22",14,"FL","2FL","22FL",33,30
"2021-07-22",14,"FL","2FL","32FL",31,31
"2021-07-22",14,"FL","3FL","13FL",39,30
"2021-07-22",14,"FL","3FL","23FL",35,33
"2021-07-22",14,"FL","3FL","33FL",34,34
"2021-07-22",14,"FL","4FL","14FL",40,34
"2021-07-22",14,"FL","4FL","24FL",31,35
"2021-07-22",14,"FL","4FL","34FL",29,30
"2021-07-22",14,"FL","5FL","15FL",33,29
"2021-07-22",14,"FL","5FL","25FL",32,29
"2021-07-22",14,"FL","5FL","35FL",32,33
"2021-07-22",14,"FL","6FL","16FL",31,31
"2021-07-22",14,"FL","6FL","26FL",40,32
"2021-07-22",14,"FL","6FL","36FL",45,30
"2021-07-22",14,"SH","1SH","11SH",36,26
"2021-07-22",14,"SH","1SH","21SH",34,30
"2021-07-22",14,"SH","1SH","31SH",35,31
"2021-07-22",14,"SH","2SH","12SH",37,33
"2021-07-22",14,"SH","2SH","22SH",39,30
"2021-07-22",14,"SH","2SH","32SH",38,29
"2021-07-22",14,"SH","3SH","13SH",26,28
"2021-07-22",14,"SH","3SH","23SH",37,30
"2021-07-22",14,"SH","3SH","33SH",35,31
"2021-07-22",14,"SH","4SH","14SH",36,26
"2021-07-22",14,"SH","4SH","24SH",34,27
"2021-07-22",14,"SH","4SH","34SH",33,29
"2021-07-22",14,"SH","5SH","15SH",29,30
"2021-07-22",14,"SH","5SH","25SH",38,31
"2021-07-22",14,"SH","5SH","35SH",37,28
"2021-07-22",14,"SH","6SH","16SH",34,29
"2021-07-22",14,"SH","6SH","26SH",33,33
"2021-07-22",14,"SH","6SH","36SH",32,26
"2021-07-22",14,"SH","7SH","17SH",45,30
"2021-07-22",14,"SH","7SH","27SH",50,31
"2021-07-22",14,"SH","7SH","37SH",51,25
"2021-07-22",14,"SH","8SH","18SH",37,28
"2021-07-22",14,"SH","8SH","28SH",37,26
"2021-07-22",14,"SH","8SH","38SH",40,27
"2021-07-22",14,"SH","9SH","19SH",41,29
"2021-07-22",14,"SH","9SH","29SH",44,30
"2021-07-22",14,"SH","9SH","39SH",41,31
"2021-07-22",14,"SH","10SH","110SH",50,21
"2021-07-22",14,"SH","10SH","210SH",45,25
"2021-07-22",14,"SH","10SH","310SH",41,26
"2021-07-22",14,"SH","11SH","111SH",48,30
"2021-07-22",14,"SH","11SH","211SH",46,24
"2021-07-22",14,"SH","11SH","311SH",35,26
"2021-07-22",14,"SH","12SH","112SH",35,27
"2021-07-22",14,"SH","12SH","212SH",34,30
"2021-07-22",14,"SH","12SH","312SH",39,31
"2021-07-22",14,"SH","13SH","113SH",39,33
"2021-07-22",14,"SH","13SH","213SH",38,33
"2021-07-22",14,"SH","13SH","313SH",34,35
"2021-07-22",14,"SH","14SH","114SH",37,35
"2021-07-22",14,"SH","14SH","214SH",30,33
"2021-07-22",14,"SH","14SH","314SH",40,29
"2021-07-22",14,"SH","15SH","115SH",40,30
"2021-07-22",14,"SH","15SH","215SH",41,31
"2021-07-22",14,"SH","15SH","315SH",33,26
"2021-07-22",14,"SH","16SH","116SH",37,27
"2021-07-22",14,"SH","16SH","216SH",36,29
"2021-07-22",14,"SH","16SH","316SH",29,30
"2021-07-22",14,"SH","17SH","117SH",31,33
"2021-07-22",14,"SH","17SH","217SH",33,31
"2021-07-22",14,"SH","17SH","317SH",30,32
"2021-07-22",14,"SH","18SH","118SH",35,28
"2021-07-22",14,"SH","18SH","218SH",34,25
"2021-07-22",14,"SH","18SH","318SH",40,26
"2021-07-22",14,"SH","19SH","119SH",40,31
"2021-07-22",14,"SH","19SH","219SH",32,30
"2021-07-22",14,"SH","19SH","319SH",39,31
"2021-07-22",14,"SH","20SH","120SH",35,28
"2021-07-22",14,"SH","20SH","220SH",34,25
"2021-07-22",14,"SH","20SH","320SH",31,31
"2021-07-22",14,"SH","21SH","121SH",32,30
"2021-07-22",14,"SH","21SH","221SH",36,34
"2021-07-22",14,"SH","21SH","321SH",34,26
"2021-07-22",14,"SH","22SH","122SH",31,29
"2021-07-22",14,"SH","22SH","222SH",29,28
"2021-07-22",14,"SH","22SH","322SH",36,29
"2021-07-22",14,"SH","23SH","123SH",40,31
"2021-07-22",14,"SH","23SH","223SH",41,30
"2021-07-22",14,"SH","23SH","323SH",32,24
"2021-07-22",14,"SH","24SH","124SH",39,26
"2021-07-22",14,"SH","24SH","224SH",38,28
"2021-07-22",14,"SH","24SH","324SH",41,31
"2021-07-29",15,"FL","1FL","11FL",31,30
"2021-07-29",15,"FL","1FL","21FL",33,34
"2021-07-29",15,"FL","1FL","31FL",33,33
"2021-07-29",15,"FL","2FL","12FL",34,29
"2021-07-29",15,"FL","2FL","22FL",41,30
"2021-07-29",15,"FL","2FL","32FL",35,31
"2021-07-29",15,"FL","3FL","13FL",30,30
"2021-07-29",15,"FL","3FL","23FL",32,33
"2021-07-29",15,"FL","3FL","33FL",36,34
"2021-07-29",15,"FL","4FL","14FL",37,34
"2021-07-29",15,"FL","4FL","24FL",35,35
"2021-07-29",15,"FL","4FL","34FL",36,30
"2021-07-29",15,"FL","5FL","15FL",38,29
"2021-07-29",15,"FL","5FL","25FL",33,29
"2021-07-29",15,"FL","5FL","35FL",45,33
"2021-07-29",15,"FL","6FL","16FL",35,31
"2021-07-29",15,"FL","6FL","26FL",38,32
"2021-07-29",15,"FL","6FL","36FL",40,30
"2021-07-29",15,"SH","1SH","11SH",40,29
"2021-07-29",15,"SH","1SH","21SH",41,30
"2021-07-29",15,"SH","1SH","31SH",42,33
"2021-07-29",15,"SH","2SH","12SH",39,30
"2021-07-29",15,"SH","2SH","22SH",36,31
"2021-07-29",15,"SH","2SH","32SH",39,33
"2021-07-29",15,"SH","3SH","13SH",40,29
"2021-07-29",15,"SH","3SH","23SH",35,30
"2021-07-29",15,"SH","3SH","33SH",37,36
"2021-07-29",15,"SH","4SH","14SH",41,35
"2021-07-29",15,"SH","4SH","24SH",42,34
"2021-07-29",15,"SH","4SH","34SH",41,33
"2021-07-29",15,"SH","5SH","15SH",40,32
"2021-07-29",15,"SH","5SH","25SH",44,30
"2021-07-29",15,"SH","5SH","35SH",39,36
"2021-07-29",15,"SH","6SH","16SH",39,35
"2021-07-29",15,"SH","6SH","26SH",38,34
"2021-07-29",15,"SH","6SH","36SH",45,33
"2021-07-29",15,"SH","7SH","17SH",50,34
"2021-07-29",15,"SH","7SH","27SH",51,29
"2021-07-29",15,"SH","7SH","37SH",55,29
"2021-07-29",15,"SH","8SH","18SH",41,30
"2021-07-29",15,"SH","8SH","28SH",43,31
"2021-07-29",15,"SH","8SH","38SH",48,33
"2021-07-29",15,"SH","9SH","19SH",42,29
"2021-07-29",15,"SH","9SH","29SH",43,26
"2021-07-29",15,"SH","9SH","39SH",45,25
"2021-07-29",15,"SH","10SH","110SH",39,30
"2021-07-29",15,"SH","10SH","210SH",39,34
"2021-07-29",15,"SH","10SH","310SH",46,31
"2021-07-29",15,"SH","11SH","111SH",34,32
"2021-07-29",15,"SH","11SH","211SH",39,29
"2021-07-29",15,"SH","11SH","311SH",42,34
"2021-07-29",15,"SH","12SH","112SH",41,31
"2021-07-29",15,"SH","12SH","212SH",39,33
"2021-07-29",15,"SH","12SH","312SH",35,29
"2021-07-29",15,"SH","13SH","113SH",36,32
"2021-07-29",15,"SH","13SH","213SH",44,33
"2021-07-29",15,"SH","13SH","313SH",40,37
"2021-07-29",15,"SH","14SH","114SH",41,34
"2021-07-29",15,"SH","14SH","214SH",39,29
"2021-07-29",15,"SH","14SH","314SH",41,35
"2021-07-29",15,"SH","15SH","115SH",42,31
"2021-07-29",15,"SH","15SH","215SH",36,33
"2021-07-29",15,"SH","15SH","315SH",39,31
"2021-07-29",15,"SH","16SH","116SH",38,29
"2021-07-29",15,"SH","16SH","216SH",41,29
"2021-07-29",15,"SH","16SH","316SH",40,31
"2021-07-29",15,"SH","17SH","117SH",39,33
"2021-07-29",15,"SH","17SH","217SH",42,33
"2021-07-29",15,"SH","17SH","317SH",37,38
"2021-07-29",15,"SH","18SH","118SH",39,32
"2021-07-29",15,"SH","18SH","218SH",40,29
"2021-07-29",15,"SH","18SH","318SH",41,31
"2021-07-29",15,"SH","19SH","119SH",44,30
"2021-07-29",15,"SH","19SH","219SH",42,33
"2021-07-29",15,"SH","19SH","319SH",43,34
"2021-07-29",15,"SH","20SH","120SH",45,29
"2021-07-29",15,"SH","20SH","220SH",40,31
"2021-07-29",15,"SH","20SH","320SH",39,34
"2021-07-29",15,"SH","21SH","121SH",36,28
"2021-07-29",15,"SH","21SH","221SH",38,30
"2021-07-29",15,"SH","21SH","321SH",41,34
"2021-07-29",15,"SH","22SH","122SH",36,33
"2021-07-29",15,"SH","22SH","222SH",33,31
"2021-07-29",15,"SH","22SH","322SH",41,36
"2021-07-29",15,"SH","23SH","123SH",36,31
"2021-07-29",15,"SH","23SH","223SH",35,35
"2021-07-29",15,"SH","23SH","323SH",41,32
"2021-07-29",15,"SH","24SH","124SH",42,33
"2021-07-29",15,"SH","24SH","224SH",36,30
"2021-07-29",15,"SH","24SH","324SH",37,30
